Priority,Package,ClassName,FilePath,Effort,TestType,Dependencies,Rationale
CRITICAL,com.supremeai.dto,ApiKeyBulkRequest,src/main/java/com/supremeai/dto/ApiKeyBulkRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkTestRequest,src/main/java/com/supremeai/dto/ApiKeyBulkTestRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkTestRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkTestResponse,src/main/java/com/supremeai/dto/ApiKeyBulkTestResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkTestResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkTestResultItem,src/main/java/com/supremeai/dto/ApiKeyBulkTestResultItem.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkTestResultItem validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkTestResult,src/main/java/com/supremeai/dto/ApiKeyBulkTestResult.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkTestResult validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkUpdateRequest,src/main/java/com/supremeai/dto/ApiKeyBulkUpdateRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkUpdateRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkUpdateResponse,src/main/java/com/supremeai/dto/ApiKeyBulkUpdateResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkUpdateResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyBulkUpdateResult,src/main/java/com/supremeai/dto/ApiKeyBulkUpdateResult.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyBulkUpdateResult validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyCreateRequest,src/main/java/com/supremeai/dto/ApiKeyCreateRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyCreateRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyRequest,src/main/java/com/supremeai/dto/ApiKeyRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyTestRequestBody,src/main/java/com/supremeai/dto/ApiKeyTestRequestBody.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyTestRequestBody validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyTestRequest,src/main/java/com/supremeai/dto/ApiKeyTestRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyTestRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyTestResponse,src/main/java/com/supremeai/dto/ApiKeyTestResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyTestResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyTestResult,src/main/java/com/supremeai/dto/ApiKeyTestResult.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyTestResult validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyUpdateRequestBody,src/main/java/com/supremeai/dto/ApiKeyUpdateRequestBody.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyUpdateRequestBody validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyUpdateRequest,src/main/java/com/supremeai/dto/ApiKeyUpdateRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyUpdateRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyUsageRequest,src/main/java/com/supremeai/dto/ApiKeyUsageRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyUsageRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ApiKeyUsageResponse,src/main/java/com/supremeai/dto/ApiKeyUsageResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyUsageResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,BulkDeleteRequest,src/main/java/com/supremeai/dto/BulkDeleteRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","BulkDeleteRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,BulkRegenerateRequest,src/main/java/com/supremeai/dto/BulkRegenerateRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","BulkRegenerateRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ClarificationResponse,src/main/java/com/supremeai/dto/ClarificationResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ClarificationResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,LanguagePreference,src/main/java/com/supremeai/dto/LanguagePreference.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","LanguagePreference validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ProblemStatement,src/main/java/com/supremeai/dto/ProblemStatement.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ProblemStatement validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ProjectCreateRequest,src/main/java/com/supremeai/dto/ProjectCreateRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ProjectCreateRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,ProjectDTO,src/main/java/com/supremeai/dto/ProjectDTO.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ProjectDTO validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,Provider,src/main/java/com/supremeai/dto/Provider.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","Provider validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,TranslationRequest,src/main/java/com/supremeai/dto/TranslationRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","TranslationRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,TranslationResponse,src/main/java/com/supremeai/dto/TranslationResponse.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","TranslationResponse validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,UserApiKeyDTO,src/main/java/com/supremeai/dto/UserApiKeyDTO.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","UserApiKeyDTO validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,UserDTO,src/main/java/com/supremeai/dto/UserDTO.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","UserDTO validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,UserRequest,src/main/java/com/supremeai/dto/UserRequest.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","UserRequest validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto,VotingResult,src/main/java/com/supremeai/dto/VotingResult.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","VotingResult validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto.valid,ApiKeyCreateDTO,src/main/java/com/supremeai/dto/valid/ApiKeyCreateDTO.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","ApiKeyCreateDTO validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.dto.valid,UserCreateDTO,src/main/java/com/supremeai/dto/valid/UserCreateDTO.java,Small (2-4h),Unit,"Jackson ObjectMapper (validation), Validator","UserCreateDTO validates and transfers data across service boundaries. Untested risks serialization errors, validation bypass (security), data truncation, and boundary violations that compromise data integrity."
CRITICAL,com.supremeai.exception,GlobalExceptionHandler,src/main/java/com/supremeai/exception/GlobalExceptionHandler.java,Small (2-4h),Unit,Minimal (self-contained),"GlobalExceptionHandler centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorConflictException,src/main/java/com/supremeai/exception/SimulatorConflictException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorConflictException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorDeploymentException,src/main/java/com/supremeai/exception/SimulatorDeploymentException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorDeploymentException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorException,src/main/java/com/supremeai/exception/SimulatorException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorQuotaExceededException,src/main/java/com/supremeai/exception/SimulatorQuotaExceededException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorQuotaExceededException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorResourceNotFoundException,src/main/java/com/supremeai/exception/SimulatorResourceNotFoundException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorResourceNotFoundException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.exception,SimulatorSessionException,src/main/java/com/supremeai/exception/SimulatorSessionException.java,Small (2-4h),Unit,Minimal (self-contained),"SimulatorSessionException centralizes error handling across the application. Untested risks information leakage (stack traces), improper HTTP status mapping, broken error responses, and failed audit logging."
CRITICAL,com.supremeai.filter,AuthenticationFilter,src/main/java/com/supremeai/filter/AuthenticationFilter.java,Medium (1 day),Integration,Firestore/Firebase,"AuthenticationFilter intercepts HTTP requests for security/auth. Untested risks authentication bypass, request corruption, header stripping, and compromised request/response lifecycle."
CRITICAL,com.supremeai.filter,RateLimitingFilter,src/main/java/com/supremeai/filter/RateLimitingFilter.java,Medium (1 day),Integration,Firestore/Firebase,"RateLimitingFilter intercepts HTTP requests for security/auth. Untested risks authentication bypass, request corruption, header stripping, and compromised request/response lifecycle."
CRITICAL,com.supremeai.generation,FullStackCodeGenerator,src/main/java/com/supremeai/generation/FullStackCodeGenerator.java,Medium (1 day),Both,"Repository,Service","FullStackCodeGenerator generates application code for customers. Untested risks generating vulnerable/non-working code, broken build files, security anti-patterns, and deployment failures for customer projects."
CRITICAL,com.supremeai.generation,MultiPlatformGenerator,src/main/java/com/supremeai/generation/MultiPlatformGenerator.java,Medium (1 day),Both,Service,"MultiPlatformGenerator generates application code for customers. Untested risks generating vulnerable/non-working code, broken build files, security anti-patterns, and deployment failures for customer projects."
CRITICAL,com.supremeai.provider,AbstractHttpProvider,src/main/java/com/supremeai/provider/AbstractHttpProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","AbstractHttpProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,AIProvider,src/main/java/com/supremeai/provider/AIProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","AIProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,AIProviderSwitcher,src/main/java/com/supremeai/provider/AIProviderSwitcher.java,Medium (1 day),Both,Service,"AIProviderSwitcher integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,AIProviderType,src/main/java/com/supremeai/provider/AIProviderType.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","AIProviderType integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,AirLLMProvider,src/main/java/com/supremeai/provider/AirLLMProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","AirLLMProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,AnthropicProvider,src/main/java/com/supremeai/provider/AnthropicProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","AnthropicProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,DeepSeekProvider,src/main/java/com/supremeai/provider/DeepSeekProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","DeepSeekProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,GeminiProvider,src/main/java/com/supremeai/provider/GeminiProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","GeminiProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,GroqProvider,src/main/java/com/supremeai/provider/GroqProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","GroqProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,HuggingFaceProvider,src/main/java/com/supremeai/provider/HuggingFaceProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","HuggingFaceProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,KimiProvider,src/main/java/com/supremeai/provider/KimiProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","KimiProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,MistralProvider,src/main/java/com/supremeai/provider/MistralProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","MistralProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,OllamaProvider,src/main/java/com/supremeai/provider/OllamaProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","OllamaProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,OpenAIProvider,src/main/java/com/supremeai/provider/OpenAIProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","OpenAIProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.provider,StepFunProvider,src/main/java/com/supremeai/provider/StepFunProvider.java,Medium (1 day),Both,"HTTP client mock, AI API stubs","StepFunProvider integrates external AI services (OpenAI, Gemini, etc.). Untested risks provider connection failures, malformed prompts, incorrect response parsing, and degraded AI quality affecting all AI-powered features."
CRITICAL,com.supremeai.repository,ActivityLogRepository,src/main/java/com/supremeai/repository/ActivityLogRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ActivityLogRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,AgentRepository,src/main/java/com/supremeai/repository/AgentRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","AgentRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,AIBehaviorProfileRepository,src/main/java/com/supremeai/repository/AIBehaviorProfileRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","AIBehaviorProfileRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ChatCommandRepository,src/main/java/com/supremeai/repository/ChatCommandRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ChatCommandRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ChatConfirmationRepository,src/main/java/com/supremeai/repository/ChatConfirmationRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ChatConfirmationRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ChatHistoryRepository,src/main/java/com/supremeai/repository/ChatHistoryRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ChatHistoryRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ChatPlanRepository,src/main/java/com/supremeai/repository/ChatPlanRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ChatPlanRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ChatRuleRepository,src/main/java/com/supremeai/repository/ChatRuleRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ChatRuleRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,MilestoneRepository,src/main/java/com/supremeai/repository/MilestoneRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","MilestoneRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ModelEvolutionRepository,src/main/java/com/supremeai/repository/ModelEvolutionRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ModelEvolutionRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ProjectRepository,src/main/java/com/supremeai/repository/ProjectRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ProjectRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,ProviderRepository,src/main/java/com/supremeai/repository/ProviderRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","ProviderRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,SolutionMemoryRepository,src/main/java/com/supremeai/repository/SolutionMemoryRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","SolutionMemoryRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,SystemConfigRepository,src/main/java/com/supremeai/repository/SystemConfigRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","SystemConfigRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,SystemLearningRepository,src/main/java/com/supremeai/repository/SystemLearningRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","SystemLearningRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,UserApiKeyRepository,src/main/java/com/supremeai/repository/UserApiKeyRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","UserApiKeyRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,UserGuideRepository,src/main/java/com/supremeai/repository/UserGuideRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","UserGuideRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,UserLanguagePreferenceRepository,src/main/java/com/supremeai/repository/UserLanguagePreferenceRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","UserLanguagePreferenceRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,UserRepository,src/main/java/com/supremeai/repository/UserRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","UserRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,UserSimulatorProfileRepository,src/main/java/com/supremeai/repository/UserSimulatorProfileRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","UserSimulatorProfileRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
CRITICAL,com.supremeai.repository,VPNRepository,src/main/java/com/supremeai/repository/VPNRepository.java,Small (2-4h),Integration,"Firestore emulator, Repository integration test","VPNRepository is a data access layer interface to Firestore/Cloud databases. Untested risks data corruption, query failures, N+1 problems, and transaction inconsistencies that cascade through all business logic layers."
HIGH,com.supremeai.config,AppConfig,src/main/java/com/supremeai/config/AppConfig.java,Small (2-4h),Unit,"RedisConnectionFactory, RedisTemplate","AppConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,BeanConfiguration,src/main/java/com/supremeai/config/BeanConfiguration.java,Small (2-4h),Unit,Spring @Configuration test slice,"BeanConfiguration configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,BlueGreenDeploymentConfig,src/main/java/com/supremeai/config/BlueGreenDeploymentConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"BlueGreenDeploymentConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,BulkheadConfig,src/main/java/com/supremeai/config/BulkheadConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"BulkheadConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,CacheConfig,src/main/java/com/supremeai/config/CacheConfig.java,Small (2-4h),Unit,"Caffeine cache, RedisCacheManager","CacheConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,CommandHubConfig,src/main/java/com/supremeai/config/CommandHubConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"CommandHubConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,CorsConfig,src/main/java/com/supremeai/config/CorsConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"CorsConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,DistributedRateLimiter,src/main/java/com/supremeai/config/DistributedRateLimiter.java,Small (2-4h),Unit,"RedisConnectionFactory, RedisTemplate","DistributedRateLimiter configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,ExternalServiceResilienceConfig,src/main/java/com/supremeai/config/ExternalServiceResilienceConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"ExternalServiceResilienceConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
HIGH,com.supremeai.config,FirestoreLocalConfig,src/main/java/com/supremeai/config/FirestoreLocalConfig.java,Small (2-4h),Unit,Spring @Configuration test slice,"FirestoreLocalConfig configures system components at startup. Untested risks misconfigured beans, failed initialization, environment-specific failures, and startup crashes affecting production deployments."
